ENSEMBL	chromosome_name	start_position	end_position
ENSG00000103742	15	65381484	65422947
ENSG00000130313	19	17511636	17521288
ENSG00000166192	15	72114258	72143692
ENSG00000025039	6	89364616	89412273
ENSG00000125735	19	6661253	6670588
ENSG00000270673	8	63167725	63168442
ENSG00000162896	1	206928522	206946466
ENSG00000146085	6	49430360	49463253
ENSG00000164919	8	99873200	99893707
ENSG00000152455	10	14878820	14904315
ENSG00000185947	16	31873807	31917357
ENSG00000186889	2	62500218	62511894
ENSG00000103044	16	69105653	69118719
ENSG00000165449	10	59650764	59736002
ENSG00000004799	7	95583499	95596516
ENSG00000164168	4	147617386	147672044
ENSG00000145782	5	115828200	115841837
ENSG00000134107	3	4979437	4985323
ENSG00000148660	10	73812501	73874591
ENSG00000266993	1	51793934	51799154
ENSG00000273271	21	31666728	31667247
ENSG00000102780	13	42040036	42256578
ENSG00000042062	20	50586108	50691542
ENSG00000253719	12	74537835	74545430
ENSG00000227199	7	116952446	116954334
ENSG00000257386	12	74538145	74538633
ENSG00000276131	16	58392153	58392807
ENSG00000162897	1	206957965	206970625
ENSG00000186951	22	46150521	46243755
ENSG00000164951	8	93857807	93926068
ENSG00000162931	1	228407935	228416861
ENSG00000142168	21	31659666	31668931
ENSG00000184967	12	132144457	132152473
ENSG00000165502	14	49618530	49620626
ENSG00000165806	10	113679162	113730907
ENSG00000277200	17	2720801	2749652
ENSG00000168282	14	49620799	49623481
ENSG00000261338	2	218255319	218257366
ENSG00000258377	14	49620815	49623480
ENSG00000091536	17	18108756	18179802
ENSG00000162734	1	160205380	160215376
ENSG00000226806	2	135820191	135823087
ENSG00000272143	13	102394630	102395703
ENSG00000224689	19	9689924	9700776
ENSG00000169895	X	16719612	16765340
ENSG00000280384	22	46163303	46165347
ENSG00000271936	2	24825610	24826717
ENSG00000267062	19	12796823	12801849
ENSG00000196208	2	11482341	11642788
ENSG00000237372	9	89639814	89719759
ENSG00000232912	1	8424645	8435013
ENSG00000103415	16	4474690	4510347
ENSG00000224389	6	32014795	32035418
ENSG00000123411	12	56007659	56038435
ENSG00000164972	9	34379019	34397828
ENSG00000147123	X	47142071	47145466
ENSG00000154025	17	18950345	19022595
ENSG00000188064	22	45920366	45977162
ENSG00000007968	1	23506438	23531233
ENSG00000176623	8	86468257	86514357
ENSG00000147679	8	116766505	116849463
ENSG00000260910	13	113923052	113928991
ENSG00000005483	7	104940943	105115019
ENSG00000145649	5	55102646	55110252
ENSG00000183963	22	31064105	31104757
ENSG00000261359	16	31201885	31203452
ENSG00000234694	1	43354684	43358676
ENSG00000263563	17	22090743	22205156
ENSG00000148082	9	89005771	89178818
ENSG00000103490	16	31201486	31203450
ENSG00000104976	19	7920338	7923250
ENSG00000105223	19	40348456	40380439
ENSG00000100060	22	37469063	37486393
ENSG00000050820	16	75228181	75268053
ENSG00000165322	10	31805398	31928876
ENSG00000172992	17	45023338	45061131
ENSG00000178226	16	31138926	31150083
ENSG00000261441	15	89335053	89336161
ENSG00000204103	20	40685848	40689236
ENSG00000101181	20	62183028	62203568
ENSG00000095794	10	35126791	35212958
ENSG00000176422	12	56468578	56479708
ENSG00000205572	5	70025247	70043113
ENSG00000175390	11	7970251	8001862
ENSG00000111665	12	6844793	6851292
ENSG00000228192	1	42832522	42846422
ENSG00000049759	18	58044226	58401540
ENSG00000162819	1	222712553	222735196
ENSG00000135517	12	56449502	56469166
ENSG00000257743	7	142111718	142222324
ENSG00000099330	19	17226213	17229219
ENSG00000255008	11	59560234	59566283
ENSG00000271966	8	67343975	67345087
ENSG00000116039	2	70935900	70965431
ENSG00000118762	4	88007635	88077777
ENSG00000124333	X	155881345	155943769
ENSG00000196422	9	135479079	135488893
ENSG00000162639	1	108648290	108661526
ENSG00000125871	20	17969018	17991122
ENSG00000022277	20	56468585	56519449
ENSG00000151779	2	15166914	15561334
ENSG00000108846	17	50634777	50692253
ENSG00000163623	4	84491985	84499292
ENSG00000104889	19	12806584	12813640
ENSG00000198283	11	58506807	58508105
ENSG00000135931	2	231198546	231376848
ENSG00000205758	21	33589341	33643926
ENSG00000091262	16	16149565	16223522
ENSG00000164169	4	147637785	147684163
ENSG00000271828	5	56927874	56929573
ENSG00000259943	1	40256427	40257967
ENSG00000100105	22	31325804	31346346
ENSG00000277476	17	68133201	68135935
ENSG00000198924	10	113834725	113854383
ENSG00000110799	12	5948877	6124770
ENSG00000138031	2	24819169	24920237
ENSG00000261366	6	95575183	95577450
ENSG00000227741	1	160202199	160208869
ENSG00000138795	4	108047545	108168956
ENSG00000125378	14	53949736	53958761
ENSG00000118432	6	88139864	88166347
ENSG00000278730	17	68126666	68129586
ENSG00000178971	17	8224815	8248056
ENSG00000120800	12	101280105	101386618
ENSG00000274561	17	68131462	68131907
ENSG00000138642	4	88378739	88443097
ENSG00000105894	7	137227341	137343774
ENSG00000170325	11	129899706	130002835
ENSG00000122958	10	69123512	69174412
ENSG00000176058	9	137191617	137204193
ENSG00000157227	14	22836560	22849041
ENSG00000142751	1	26876132	26890283
ENSG00000108771	17	42101404	42112714
ENSG00000128602	7	129188633	129213545
ENSG00000135537	6	108294991	108526796
ENSG00000166246	16	4734344	4749396
ENSG00000108509	17	4967992	4987675
ENSG00000188486	11	119093874	119095465
ENSG00000172469	6	95577485	95609470
ENSG00000242082	22	32205115	32278382
ENSG00000180316	6	36243203	36313955
ENSG00000140006	14	63597039	63641871
ENSG00000149289	11	110093392	110171841
ENSG00000100191	22	32218464	32255347
ENSG00000130005	19	1397026	1401570
ENSG00000234141	7	7949853	7950709
ENSG00000108256	17	29255839	29294148
ENSG00000015133	14	91271323	91417844
ENSG00000028839	6	133952170	133990432
ENSG00000183401	19	11344684	11354944
ENSG00000162654	1	89181144	89198942
ENSG00000140307	15	59638062	59657541
ENSG00000149527	1	2425980	2505532
ENSG00000276449	19	57449689	57453011
ENSG00000224420	19	49689594	49690575
ENSG00000074603	15	65442463	65517704
ENSG00000125148	16	56608584	56609497
ENSG00000069849	3	141876124	141926549
ENSG00000091428	2	172735274	173052893
ENSG00000104067	15	29699367	29968915
ENSG00000270607	11	19710934	19712619
ENSG00000187713	9	137204082	137205648
ENSG00000133872	8	30063003	30083208
ENSG00000265491	1	145738868	145824095
ENSG00000271553	7	128667043	128668156
ENSG00000196295	7	30516309	30595286
ENSG00000234390	X	49876724	49879241
ENSG00000149489	11	62611722	62615116
ENSG00000105352	19	41619015	41627074
ENSG00000173334	8	125430358	125438403
ENSG00000171872	1	44118821	44135140
ENSG00000106785	9	98069275	98119222
ENSG00000196372	10	5638867	5666595
ENSG00000101639	18	12991362	13125052
ENSG00000188785	19	57389850	57402992
ENSG00000089157	12	120196699	120201235
ENSG00000230124	1	180269653	180502954
ENSG00000171700	20	64073181	64079988
ENSG00000124164	20	58389229	58451101
ENSG00000064199	11	124673844	124697518
ENSG00000163832	3	47495640	47513712
ENSG00000088836	20	3227417	3239559
ENSG00000184599	1	112718905	112727235
ENSG00000104524	8	143603210	143609773
ENSG00000115598	2	102187006	102240002
ENSG00000235191	19	48910930	48918891
ENSG00000128394	22	39040604	39055972
ENSG00000140859	16	57758217	57863053
ENSG00000268362	19	24033401	24077377
ENSG00000110031	11	58526871	58578220
ENSG00000134291	12	47963569	47968878
ENSG00000106692	9	105558122	105653820
ENSG00000156299	21	31118416	31559977
ENSG00000224167	1	112849821	112877878
ENSG00000215866	1	112820170	112850643
ENSG00000078246	12	2877223	2941138
ENSG00000157017	3	10285666	10292947
ENSG00000128311	22	37010859	37020183
ENSG00000268894	10	94278681	94287478
ENSG00000196154	1	153543613	153550136
ENSG00000101019	20	35302566	35412031
ENSG00000178498	12	57604622	57609804
ENSG00000117481	1	46340789	46365152
ENSG00000167815	19	12796820	12801800
ENSG00000175416	5	176392501	176416539
ENSG00000100604	14	92923150	92935285
ENSG00000196247	7	64666099	64711577
ENSG00000186446	3	44729596	44737083
ENSG00000197020	19	21722771	21767579
ENSG00000121454	1	180230264	180278984
ENSG00000225177	6	138692548	138697288
ENSG00000158865	16	24845841	24911628
ENSG00000094804	17	40287879	40304657
ENSG00000186272	19	57411161	57421934
ENSG00000260193	9	136107808	136109424
ENSG00000152689	2	33436324	33564750
ENSG00000084774	2	27217369	27243943
ENSG00000182208	11	1469457	1501247
ENSG00000182979	14	105419820	105470729
ENSG00000141447	18	24162045	24397880
ENSG00000237054	14	22918947	22926900
ENSG00000116209	1	54026681	54053504
ENSG00000272269	6	17706257	17707344
ENSG00000181072	7	136868652	137020255
ENSG00000182872	X	47145221	47186813
ENSG00000144852	3	119780484	119818487
ENSG00000056097	5	32354350	32444740
ENSG00000104231	8	81701334	81732903
ENSG00000035664	15	63907036	64072033
ENSG00000133800	11	10556966	10611689
ENSG00000110756	11	18278668	18322198
ENSG00000068831	11	64726911	64745456
ENSG00000139354	12	100573683	100628288
ENSG00000106266	7	2251770	2354318
ENSG00000236754	22	17580157	17589192
ENSG00000146006	5	138868921	138875368
ENSG00000158856	8	22048995	22082527
ENSG00000008283	17	63432304	63446354
ENSG00000100288	22	50578959	50601455
ENSG00000141391	18	12407896	12432238
ENSG00000035720	4	67558727	67607337
ENSG00000174446	15	66490135	66497780
ENSG00000179921	2	218259496	218263861
ENSG00000139173	12	43835967	44389762
ENSG00000115808	2	36837698	36966536
ENSG00000261790	16	1984877	1990477
ENSG00000224945	9	89088604	89109934
ENSG00000165802	9	137447570	137459334
ENSG00000212123	19	5782960	5784746
ENSG00000162073	16	2969270	2973484
ENSG00000149177	11	47980559	48170839
ENSG00000100365	22	36860988	36878017
ENSG00000241343	X	101390824	101396155
ENSG00000174437	12	110280756	110351093
ENSG00000104883	19	7476875	7497449
ENSG00000213760	6	31544444	31548427
ENSG00000272556	7	45769060	45815263
ENSG00000066933	15	71822291	72118577
ENSG00000143373	1	151281618	151292176
ENSG00000165238	9	93184122	93320572
ENSG00000112584	6	170290703	170407067
ENSG00000259053	14	89412312	89954659
ENSG00000198185	20	46499630	46513559
ENSG00000212127	12	10937408	11171573
ENSG00000267157	19	5784005	5785619
ENSG00000226419	1	112956415	113047055
ENSG00000154144	11	124622836	124635926
ENSG00000172232	19	825097	832018
ENSG00000146411	6	133987581	134052624
ENSG00000165046	8	38386207	38409527
ENSG00000187266	19	11377207	11384342
ENSG00000137766	15	53978201	54628707
ENSG00000117228	1	89051882	89065360
ENSG00000258651	14	39103140	39103812
ENSG00000203709	1	207801518	207879115
ENSG00000249309	4	153720327	153727722
ENSG00000134574	11	47214465	47239217
ENSG00000268043	1	146938744	146996202
ENSG00000133392	16	15703135	15857028
ENSG00000163870	3	127571232	127598267
ENSG00000155380	1	112911847	112957593
ENSG00000165914	14	90524564	90816479
ENSG00000089006	20	17941597	17968980
ENSG00000213214	7	144186083	144195879
ENSG00000188015	1	153547329	153549258
ENSG00000243896	7	144257663	144264792
ENSG00000100290	22	43110750	43129712
ENSG00000101161	20	63981132	64033100
ENSG00000267577	19	55158939	55177540
ENSG00000138326	10	78033760	78056813
ENSG00000100934	14	39031919	39109646
ENSG00000145428	4	153710160	153760024
ENSG00000139625	12	53479669	53500063
ENSG00000140284	15	50182196	50236385
ENSG00000151422	5	108747841	109196841
ENSG00000133103	13	39655627	39791665
ENSG00000141994	19	5784832	5791225
ENSG00000265618	17	28361601	28362859
ENSG00000053254	14	89124871	89619149
ENSG00000254682	11	71448562	71452157
ENSG00000153487	13	110712736	110723339
ENSG00000169071	9	91563091	91950228
ENSG00000169032	15	66386837	66491656
ENSG00000158246	1	27005020	27012850
ENSG00000130826	X	154762742	154777689
ENSG00000110330	11	102347211	102378670
ENSG00000017427	12	102395874	102481744
ENSG00000165985	10	16513734	16521879
ENSG00000278713	16	29862760	29863417
ENSG00000271888	6	15243923	15245000
ENSG00000121318	12	10825317	10826358
ENSG00000182149	16	71845996	71931199
ENSG00000268536	19	4785022	4791318
ENSG00000115652	2	106093308	106194301
ENSG00000164332	5	159263290	159286036
ENSG00000163655	3	155870650	155944020
ENSG00000112031	6	152987362	153002709
ENSG00000248103	5	181281375	181283652
ENSG00000105642	19	17951293	18000085
ENSG00000198420	7	143851375	143902198
ENSG00000113555	5	141943581	141969741
ENSG00000121621	11	28020619	28108156
ENSG00000008226	3	38039205	38124025
ENSG00000254873	11	118397095	118401895
ENSG00000145777	5	111070062	111078026
ENSG00000129255	17	7583529	7592789
ENSG00000268734	19	54890673	54891420
ENSG00000225361	9	135462727	135480777
ENSG00000102547	13	49308650	49444064
ENSG00000078596	X	79360384	79367667
ENSG00000128309	22	37019635	37029821
ENSG00000232671	1	151279678	151281970
ENSG00000104221	8	37843268	37849861
ENSG00000140675	16	31483002	31490860
ENSG00000172893	11	71428193	71452868
ENSG00000130054	X	69504326	69532508
ENSG00000123908	8	140520156	140635633
ENSG00000255165	11	44071462	44072403
ENSG00000131848	19	56219670	56368383
ENSG00000165617	14	58633967	58648321
ENSG00000126787	14	55148112	55191608
ENSG00000136688	2	112973203	112985658
ENSG00000165983	10	16436943	16513745
ENSG00000235831	3	4896809	4980414
ENSG00000107290	9	132261356	132354986
ENSG00000235663	6	31764310	31765588
ENSG00000069020	5	66596380	67169593
ENSG00000223797	3	40313802	40453329
ENSG00000228727	6	31762996	31764851
ENSG00000163534	1	157794403	157820120
ENSG00000229589	3	38451027	38454820
ENSG00000089327	19	35154730	35169881
ENSG00000185614	3	49803261	49805030
ENSG00000143412	1	150982249	150995634
ENSG00000254473	9	83707594	83713496
ENSG00000153922	5	98853985	98929007
ENSG00000092529	15	42359498	42412949
ENSG00000168944	5	123344890	123423592
ENSG00000131459	5	180300698	180353336
ENSG00000126653	17	30115521	30186475
ENSG00000166803	15	64364304	64387687
ENSG00000168306	3	58505136	58537283
ENSG00000261351	15	66488658	66492109
ENSG00000265763	10	47365496	47384293
ENSG00000107104	9	470291	746105
ENSG00000085999	1	46246461	46278480
ENSG00000170577	2	45005182	45009452
ENSG00000146833	7	99876958	99919531
ENSG00000130590	20	63974116	63980008
ENSG00000185220	1	248906196	248919946
ENSG00000174938	16	29871159	29899550
ENSG00000240731	1	1317581	1318689
ENSG00000237576	2	68832014	68837726
ENSG00000010322	3	52455118	52493068
ENSG00000163584	3	170864875	170870208
ENSG00000165259	X	84317874	84502479
ENSG00000100225	22	32474676	32498829
ENSG00000257913	12	48998367	49019241
ENSG00000010704	6	26087281	26098343
ENSG00000259471	15	66582190	66685794
ENSG00000213600	3	50239618	50239984
ENSG00000272033	1	167379108	167381000
ENSG00000109103	17	28546708	28552631
ENSG00000170681	9	100578079	100588389
ENSG00000134644	1	30931506	31065991
ENSG00000227531	9	111139246	111284836
ENSG00000151338	14	37197894	37579125
ENSG00000131849	19	58432814	58440153
ENSG00000162585	1	2184461	2212720
ENSG00000108590	17	6643311	6651634
ENSG00000171574	19	58401504	58418327
ENSG00000110455	11	44065925	44084237
ENSG00000178235	13	83877205	83882474
ENSG00000259326	15	38502853	38504981
ENSG00000170044	3	102099244	102479841
ENSG00000163171	2	37641882	37738468
ENSG00000170903	11	105995623	106022403
ENSG00000225579	13	77779723	77844145
ENSG00000004897	17	47117703	47189422
ENSG00000256712	12	11166090	11171353
ENSG00000177352	3	49162535	49166331
ENSG00000175893	9	14611071	14693432
ENSG00000182405	15	34102083	34108686
ENSG00000268912	19	58428632	58431148
ENSG00000141965	19	4791734	4801273
ENSG00000149499	11	62602218	62612775
ENSG00000134028	8	24384285	24406013
ENSG00000152242	18	46173553	46266992
ENSG00000226979	6	31572054	31574324
ENSG00000228251	2	112590796	112591939
ENSG00000278611	19	9538689	9539734
ENSG00000225611	3	42770600	42773722
ENSG00000072163	2	127638381	127681786
ENSG00000164251	5	76818933	76835315
ENSG00000143409	1	150996549	151008376
ENSG00000111647	12	100028455	100142874
ENSG00000171643	5	76850001	76921650
ENSG00000275778	12	10845849	11171600
ENSG00000125611	2	112584240	112589275
ENSG00000114353	3	50226292	50259362
ENSG00000079974	22	50767501	50783667
ENSG00000121578	3	119211732	119240946
ENSG00000146535	7	2728105	2844308
ENSG00000198453	19	36916329	36998700
ENSG00000106105	7	30580533	30634033
ENSG00000174326	17	7041621	7044092
ENSG00000259172	15	101295419	101305737
ENSG00000144649	3	42979087	43067898
ENSG00000125630	2	112541915	112579818
ENSG00000164484	6	130366017	130443067
ENSG00000180815	X	19360056	19515508
ENSG00000144749	3	66378797	66501263
ENSG00000273196	2	85387074	85387146
ENSG00000154065	18	23598926	23662911
ENSG00000146278	6	89080751	89085160
ENSG00000169519	11	28108248	28527041
ENSG00000129235	17	6640985	6644541
ENSG00000135625	2	73290929	73293701
ENSG00000245975	15	58768072	58770974
ENSG00000275216	13	109269634	109278512
ENSG00000172830	11	67303478	67312607
ENSG00000168758	2	96859718	96870757
ENSG00000115947	2	147930396	148021604
ENSG00000110906	12	109448655	109477359
ENSG00000259704	15	90839641	90853608
ENSG00000126705	1	27534035	27604431
ENSG00000227076	10	127934698	127936167
ENSG00000107890	10	26973793	27100494
ENSG00000271833	9	127366770	127367397
ENSG00000042445	2	85341955	85354531
ENSG00000130204	19	44890569	44903689
ENSG00000130165	19	11551147	11559236
ENSG00000175414	5	176365487	176401865
ENSG00000111641	12	6556863	6568691
ENSG00000168032	3	40387184	40428744
ENSG00000155330	16	46796603	46831180
ENSG00000213096	19	24033405	24129968
ENSG00000174791	11	66330241	66336840
ENSG00000133943	14	91060333	91225632
ENSG00000196557	16	1153106	1221771
ENSG00000130643	10	133324072	133336935
ENSG00000260899	16	30740667	30751381
ENSG00000101457	20	45791954	45811427
ENSG00000169169	19	49690898	49713731
ENSG00000230155	20	35476203	35490985
ENSG00000249471	19	58451611	58457833
ENSG00000227908	5	55995167	56003649
ENSG00000141738	17	39737927	39747291
ENSG00000162441	1	9922113	9943407
ENSG00000141664	18	62523025	62587709
ENSG00000117308	1	23795599	23800781
ENSG00000145348	4	106041599	106316683
ENSG00000166923	15	32718004	32745106
ENSG00000087274	4	2843844	2930076
ENSG00000259316	15	64181180	64381440
ENSG00000111664	12	6839954	6847393
ENSG00000163629	4	86594315	86815171
ENSG00000182220	X	40579372	40606848
ENSG00000111540	12	55973913	55996683
ENSG00000174059	1	207880972	207911402
ENSG00000172650	10	73674287	73698109
ENSG00000165219	9	125261794	125367207
ENSG00000121904	1	33513998	34165842
ENSG00000021574	2	32063556	32157637
ENSG00000184588	1	65792514	66374579
ENSG00000034510	2	84905656	84906671
